Currently_Investing,Investment_Types,Review_Frequency,Income_Investment_%,Risk_Appetite,Understanding_Level,Preference,Advisor_Type,Past_Loss_Experience,Reaction_To_Loss,Return_Expectation,Recommended_Investment,Recommendation_Reasoning,Recommendation_Confidence
Yes,"Crypto, SIP, Stocks",Monthly,18,High,Medium,Long-Term,Both,No,N/A,Medium (8-12%),"Direct Equity (select stocks), SIP in Aggressive Equity Funds, Small allocation to Crypto (if comfortable)",High risk appetite -> equity-heavy allocation for higher expected returns.,0.75
No,None,Yearly,0,Moderate,High,Both,Self,No,N/A,High (>12%),"Start with FD / Recurring Deposit, Emergency Fund (Liquid Funds), Begin small SIP in Balanced Mutual Funds",No current investments; build emergency corpus and start safe instruments. Consider SIP to get market exposure with rupee cost averaging.,0.65
Yes,"Gold, Mutual Funds",Quarterly,11,Moderate,Low,Long-Term,Professional Advisor,No,N/A,Medium (8-12%),"SIP in Equity Mutual Funds (large-cap / hybrid), Debt Funds / FDs for stability, Prefer Managed Mutual Funds over direct stock picking","Moderate risk -> mix of equity via SIPs and debt for stability. Recommend simpler, easy-to-understand instruments and advisor guidance.",0.65
No,None,Monthly,0,Moderate,Medium,Both,Both,Yes,Diversify,Low (<8%),"Start with FD / Recurring Deposit, Emergency Fund (Liquid Funds)",No current investments; build emergency corpus and start safe instruments.,0.5
Yes,"FD, Gold",Monthly,10,Low,Medium,Short-Term,Self,No,N/A,Low (<8%),"FD, Debt Mutual Funds, Gold (small % for hedge)",Low risk appetite -> capital preservation instruments. Short-term preference -> recommend liquid/safe instruments for near-term needs. User expects low returns but holds/being recommended high-risk instruments — advise recalibration.,0.6
Yes,"Gold, Mutual Funds",Weekly,15,Moderate,Low,Long-Term,Self,No,N/A,Low (<8%),"SIP in Equity Mutual Funds (large-cap / hybrid), Debt Funds / FDs for stability, Prefer Managed Mutual Funds over direct stock picking","Moderate risk -> mix of equity via SIPs and debt for stability. Recommend simpler, easy-to-understand instruments and advisor guidance. User expects low returns but holds/being recommended high-risk instruments — advise recalibration.",0.7
No,None,Monthly,0,Low,Low,Short-Term,Self,No,N/A,Low (<8%),"Start with FD / Recurring Deposit, Emergency Fund (Liquid Funds)",No current investments; build emergency corpus and start safe instruments.,0.5
Yes,Mutual Funds,Quarterly,23,Moderate,High,Both,Self,No,N/A,Medium (8-12%),"SIP in Equity Mutual Funds (large-cap / hybrid), Debt Funds / FDs for stability",Moderate risk -> mix of equity via SIPs and debt for stability.,0.85
No,None,Monthly,0,Moderate,High,Long-Term,Self,No,N/A,Medium (8-12%),"Start with FD / Recurring Deposit, Emergency Fund (Liquid Funds), Begin small SIP in Balanced Mutual Funds",No current investments; build emergency corpus and start safe instruments. Consider SIP to get market exposure with rupee cost averaging.,0.65
Yes,"FD, Mutual Funds",Monthly,9,Low,High,Long-Term,Self,No,N/A,Medium (8-12%),"FD, Debt Mutual Funds, Gold (small % for hedge)",Low risk appetite -> capital preservation instruments.,0.75
No,None,Rarely,0,High,High,Both,Self,No,N/A,Medium (8-12%),"Start with FD / Recurring Deposit, Emergency Fund (Liquid Funds), Begin small SIP in Balanced Mutual Funds",No current investments; build emergency corpus and start safe instruments. Consider SIP to get market exposure with rupee cost averaging.,0.65
Yes,"Crypto, SIP, Stocks",Quarterly,27,High,Low,Long-Term,Self,No,N/A,Low (<8%),"Direct Equity (select stocks), SIP in Aggressive Equity Funds, Small allocation to Crypto (if comfortable), Prefer Managed Mutual Funds over direct stock picking","High risk appetite -> equity-heavy allocation for higher expected returns. Recommend simpler, easy-to-understand instruments and advisor guidance. User expects low returns but holds/being recommended high-risk instruments — advise recalibration.",0.7
No,None,Yearly,0,Moderate,Medium,Both,Self,Yes,Diversify,Medium (8-12%),"Start with FD / Recurring Deposit, Emergency Fund (Liquid Funds), Begin small SIP in Balanced Mutual Funds",No current investments; build emergency corpus and start safe instruments. Consider SIP to get market exposure with rupee cost averaging.,0.45
Yes,"Gold, Mutual Funds",Weekly,18,Moderate,Medium,Long-Term,Professional Advisor,No,N/A,Medium (8-12%),"SIP in Equity Mutual Funds (large-cap / hybrid), Debt Funds / FDs for stability",Moderate risk -> mix of equity via SIPs and debt for stability.,0.75
No,None,Monthly,3,High,Medium,Both,Professional Advisor,No,N/A,Medium (8-12%),"Start with FD / Recurring Deposit, Emergency Fund (Liquid Funds), Begin small SIP in Balanced Mutual Funds",No current investments; build emergency corpus and start safe instruments. Consider SIP to get market exposure with rupee cost averaging.,0.55
Yes,"FD, Gold",Quarterly,6,Low,Medium,Long-Term,Self,Yes,Diversify,Low (<8%),"FD, Debt Mutual Funds, Gold (small % for hedge)",Low risk appetite -> capital preservation instruments. User expects low returns but holds/being recommended high-risk instruments — advise recalibration.,0.55
Yes,"FD, Mutual Funds, Real Estate, SIP",Monthly,16,Moderate,Medium,Short-Term,Professional Advisor,Yes,Diversify,Medium (8-12%),"SIP in Equity Mutual Funds (large-cap / hybrid), Debt Funds / FDs for stability, Balanced Portfolio + RE exposure, FD / Liquid Funds for short-term goals",Moderate risk -> mix of equity via SIPs and debt for stability. Existing real-estate investment suggests maintaining diversification. Short-term preference -> recommend liquid/safe instruments for near-term needs.,0.7
No,None,Monthly,0,Low,Medium,Long-Term,Professional Advisor,No,N/A,Low (<8%),"Start with FD / Recurring Deposit, Emergency Fund (Liquid Funds)",No current investments; build emergency corpus and start safe instruments.,0.55
Yes,"FD, Gold, Mutual Funds, SIP",Rarely,7,Moderate,Medium,Short-Term,Both,No,N/A,Low (<8%),"SIP in Equity Mutual Funds (large-cap / hybrid), Debt Funds / FDs for stability, FD / Liquid Funds for short-term goals",Moderate risk -> mix of equity via SIPs and debt for stability. Short-term preference -> recommend liquid/safe instruments for near-term needs. User expects low returns but holds/being recommended high-risk instruments — advise recalibration.,0.65
Yes,FD,Rarely,11,Low,Low,Long-Term,Self,Yes,Hold,High (>12%),"FD, Debt Mutual Funds, Gold (small % for hedge)","Low risk appetite -> capital preservation instruments. Recommend simpler, easy-to-understand instruments and advisor guidance.",0.55
No,None,Monthly,0,High,Medium,Long-Term,Self,No,N/A,High (>12%),"Start with FD / Recurring Deposit, Emergency Fund (Liquid Funds), Begin small SIP in Balanced Mutual Funds",No current investments; build emergency corpus and start safe instruments. Consider SIP to get market exposure with rupee cost averaging.,0.5
Yes,Stocks,Monthly,18,High,Medium,Long-Term,Both,No,N/A,Low (<8%),"Direct Equity (select stocks), SIP in Aggressive Equity Funds, Small allocation to Crypto (if comfortable)",High risk appetite -> equity-heavy allocation for higher expected returns. User expects low returns but holds/being recommended high-risk instruments — advise recalibration.,0.75
Yes,"FD, Mutual Funds",Never,7,Low,Medium,Short-Term,Both,Yes,Hold,Low (<8%),"FD, Debt Mutual Funds, Gold (small % for hedge)",Low risk appetite -> capital preservation instruments. Short-term preference -> recommend liquid/safe instruments for near-term needs. User expects low returns but holds/being recommended high-risk instruments — advise recalibration.,0.6
Yes,"Gold, Mutual Funds, Real Estate, SIP",Monthly,4,Moderate,Low,Short-Term,Professional Advisor,Yes,Panic Sell,Medium (8-12%),"SIP in Equity Mutual Funds (large-cap / hybrid), Debt Funds / FDs for stability, Balanced Portfolio + RE exposure, FD / Liquid Funds for short-term goals, Prefer Managed Mutual Funds over direct stock picking","Moderate risk -> mix of equity via SIPs and debt for stability. Existing real-estate investment suggests maintaining diversification. Short-term preference -> recommend liquid/safe instruments for near-term needs. Recommend simpler, easy-to-understand instruments and advisor guidance.",0.6
No,None,Quarterly,0,High,Medium,Long-Term,Professional Advisor,No,N/A,Low (<8%),"Start with FD / Recurring Deposit, Emergency Fund (Liquid Funds)",No current investments; build emergency corpus and start safe instruments.,0.55
Yes,"Gold, Mutual Funds, SIP",Never,19,Moderate,Low,Both,Self,Yes,Panic Sell,Medium (8-12%),"SIP in Equity Mutual Funds (large-cap / hybrid), Debt Funds / FDs for stability, Prefer Managed Mutual Funds over direct stock picking","Moderate risk -> mix of equity via SIPs and debt for stability. Recommend simpler, easy-to-understand instruments and advisor guidance.",0.65
Yes,"Crypto, SIP, Stocks",Never,25,High,Medium,Long-Term,Self,No,N/A,Low (<8%),"Direct Equity (select stocks), SIP in Aggressive Equity Funds, Small allocation to Crypto (if comfortable)",High risk appetite -> equity-heavy allocation for higher expected returns. User expects low returns but holds/being recommended high-risk instruments — advise recalibration.,0.7
No,None,Quarterly,0,Moderate,Medium,Long-Term,Self,No,N/A,Low (<8%),"Start with FD / Recurring Deposit, Emergency Fund (Liquid Funds)",No current investments; build emergency corpus and start safe instruments.,0.5
No,None,Monthly,0,Moderate,Medium,Long-Term,Self,No,N/A,Medium (8-12%),"Start with FD / Recurring Deposit, Emergency Fund (Liquid Funds), Begin small SIP in Balanced Mutual Funds",No current investments; build emergency corpus and start safe instruments. Consider SIP to get market exposure with rupee cost averaging.,0.5
Yes,"FD, Mutual Funds, Real Estate",Monthly,19,Low,Low,Long-Term,Professional Advisor,Yes,Panic Sell,High (>12%),"FD, Debt Mutual Funds, Gold (small % for hedge)","Low risk appetite -> capital preservation instruments. Recommend simpler, easy-to-understand instruments and advisor guidance.",0.7
Yes,FD,Rarely,11,Low,Medium,Long-Term,Self,Yes,Hold,Low (<8%),"FD, Debt Mutual Funds, Gold (small % for hedge)",Low risk appetite -> capital preservation instruments. User expects low returns but holds/being recommended high-risk instruments — advise recalibration.,0.55
Yes,"Mutual Funds, SIP",Rarely,10,Moderate,Medium,Long-Term,Self,Yes,Hold,Medium (8-12%),"SIP in Equity Mutual Funds (large-cap / hybrid), Debt Funds / FDs for stability",Moderate risk -> mix of equity via SIPs and debt for stability.,0.55
Yes,"Mutual Funds, SIP",Quarterly,5,Moderate,Medium,Long-Term,Both,Yes,Hold,Low (<8%),"SIP in Equity Mutual Funds (large-cap / hybrid), Debt Funds / FDs for stability",Moderate risk -> mix of equity via SIPs and debt for stability. User expects low returns but holds/being recommended high-risk instruments — advise recalibration.,0.6
Yes,Mutual Funds,Yearly,7,Moderate,Medium,Both,Self,No,N/A,Low (<8%),"SIP in Equity Mutual Funds (large-cap / hybrid), Debt Funds / FDs for stability",Moderate risk -> mix of equity via SIPs and debt for stability. User expects low returns but holds/being recommended high-risk instruments — advise recalibration.,0.6
Yes,"Mutual Funds, SIP",Yearly,7,Moderate,Medium,Short-Term,Both,Yes,Diversify,High (>12%),"SIP in Equity Mutual Funds (large-cap / hybrid), Debt Funds / FDs for stability, FD / Liquid Funds for short-term goals",Moderate risk -> mix of equity via SIPs and debt for stability. Short-term preference -> recommend liquid/safe instruments for near-term needs.,0.6
Yes,Mutual Funds,Yearly,4,Moderate,Medium,Long-Term,Both,No,N/A,Medium (8-12%),"SIP in Equity Mutual Funds (large-cap / hybrid), Debt Funds / FDs for stability",Moderate risk -> mix of equity via SIPs and debt for stability.,0.65
Yes,"Crypto, SIP, Stocks",Rarely,20,High,Low,Short-Term,Professional Advisor,No,N/A,Medium (8-12%),"Direct Equity (select stocks), SIP in Aggressive Equity Funds, Small allocation to Crypto (if comfortable), FD / Liquid Funds for short-term goals, Prefer Managed Mutual Funds over direct stock picking","High risk appetite -> equity-heavy allocation for higher expected returns. Short-term preference -> recommend liquid/safe instruments for near-term needs. Recommend simpler, easy-to-understand instruments and advisor guidance.",0.75
No,None,Yearly,0,High,Low,Long-Term,Self,Yes,Panic Sell,Medium (8-12%),"Start with FD / Recurring Deposit, Emergency Fund (Liquid Funds), Begin small SIP in Balanced Mutual Funds",No current investments; build emergency corpus and start safe instruments. Consider SIP to get market exposure with rupee cost averaging.,0.45
No,None,Quarterly,0,Moderate,Medium,Long-Term,Self,Yes,Diversify,High (>12%),"Start with FD / Recurring Deposit, Emergency Fund (Liquid Funds), Begin small SIP in Balanced Mutual Funds",No current investments; build emergency corpus and start safe instruments. Consider SIP to get market exposure with rupee cost averaging.,0.45
No,None,Monthly,0,High,Medium,Long-Term,Self,Yes,Diversify,High (>12%),"Start with FD / Recurring Deposit, Emergency Fund (Liquid Funds), Begin small SIP in Balanced Mutual Funds",No current investments; build emergency corpus and start safe instruments. Consider SIP to get market exposure with rupee cost averaging.,0.45
Yes,"Mutual Funds, SIP",Yearly,23,Moderate,Medium,Short-Term,Self,Yes,Hold,Low (<8%),"SIP in Equity Mutual Funds (large-cap / hybrid), Debt Funds / FDs for stability, FD / Liquid Funds for short-term goals",Moderate risk -> mix of equity via SIPs and debt for stability. Short-term preference -> recommend liquid/safe instruments for near-term needs. User expects low returns but holds/being recommended high-risk instruments — advise recalibration.,0.65
Yes,Mutual Funds,Quarterly,16,Moderate,Low,Long-Term,Self,No,N/A,Low (<8%),"SIP in Equity Mutual Funds (large-cap / hybrid), Debt Funds / FDs for stability, Prefer Managed Mutual Funds over direct stock picking","Moderate risk -> mix of equity via SIPs and debt for stability. Recommend simpler, easy-to-understand instruments and advisor guidance. User expects low returns but holds/being recommended high-risk instruments — advise recalibration.",0.7
No,None,Monthly,0,High,Low,Short-Term,Both,No,N/A,Medium (8-12%),"Start with FD / Recurring Deposit, Emergency Fund (Liquid Funds), Begin small SIP in Balanced Mutual Funds",No current investments; build emergency corpus and start safe instruments. Consider SIP to get market exposure with rupee cost averaging.,0.55
No,None,Rarely,0,Low,Medium,Short-Term,Self,No,N/A,Medium (8-12%),"Start with FD / Recurring Deposit, Emergency Fund (Liquid Funds)",No current investments; build emergency corpus and start safe instruments.,0.5
Yes,FD,Yearly,6,Low,Low,Both,Professional Advisor,No,N/A,High (>12%),"FD, Debt Mutual Funds, Gold (small % for hedge)","Low risk appetite -> capital preservation instruments. Recommend simpler, easy-to-understand instruments and advisor guidance.",0.65
No,None,Rarely,0,High,Medium,Long-Term,Self,No,N/A,Medium (8-12%),"Start with FD / Recurring Deposit, Emergency Fund (Liquid Funds), Begin small SIP in Balanced Mutual Funds",No current investments; build emergency corpus and start safe instruments. Consider SIP to get market exposure with rupee cost averaging.,0.5
No,None,Monthly,0,Moderate,Low,Both,Professional Advisor,No,N/A,High (>12%),"Start with FD / Recurring Deposit, Emergency Fund (Liquid Funds), Begin small SIP in Balanced Mutual Funds",No current investments; build emergency corpus and start safe instruments. Consider SIP to get market exposure with rupee cost averaging.,0.55
